Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
8201.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,0,-,0,-,32,Gä,Cst,Järlåsa,Jla,Brunna,Bna,2019-03-27 18:40:00,2019-03-27 18:47:00,2019-03-27 18:51:00.000,2019-03-27 18:44:00.000,2019-03-27 18:38:00.000,2019-03-27 18:39:00.000,2.0,5.0,7,7.0,0.0,4.0,4.0,3.0
8201.0,2019-03-27,RST,REGION,Uppehåll,Passage,0,-,0,-,33,Gä,Cst,Brunna,Bna,Uppsala norra,Una,2019-03-27 18:48:00,2019-03-27 18:53:00,2019-03-27 18:55:00.000,2019-03-27 18:51:00.000,2019-03-27 18:47:00.000,2019-03-27 18:51:00.000,1.0,0.0,5,4.0,-1.0,3.0,2.0,-1.0
8201.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,34,Gä,Cst,Uppsala norra,Una,Uppsala c,U,2019-03-27 18:53:00,2019-03-27 18:56:00,2019-03-27 18:58:00.000,2019-03-27 18:55:00.000,2019-03-27 18:53:00.000,2019-03-27 18:55:00.000,0.0,0.0,3,3.0,0.0,2.0,2.0,0.0
8420.0,2019-03-27,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,U,Gä,Uppsala c,U,Samnan,Sam,2019-03-27 10:13:00,2019-03-27 10:18:00,2019-03-27 10:17:00.000,2019-03-27 10:13:00.000,,,,,5,4.0,-1.0,0.0,-1.0,
8420.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,U,Gä,Samnan,Sam,Storvreta,Srv,2019-03-27 10:18:00,2019-03-27 10:21:00,2019-03-27 10:19:00.000,2019-03-27 10:17:00.000,2019-03-27 10:18:00.000,2019-03-27 10:17:00.000,0.0,0.0,3,2.0,-1.0,-1.0,-2.0,0.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,3,U,Gä,Storvreta,Srv,Vattholma,Vha,2019-03-27 10:21:00,2019-03-27 10:26:00,2019-03-27 10:24:00.000,2019-03-27 10:20:00.000,2019-03-27 10:21:00.000,2019-03-27 10:19:00.000,0.0,1.0,5,4.0,-1.0,-1.0,-2.0,1.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,4,U,Gä,Vattholma,Vha,Salsta,Sas,2019-03-27 10:26:00,2019-03-27 10:28:00,2019-03-27 10:27:00.000,2019-03-27 10:25:00.000,2019-03-27 10:26:00.000,2019-03-27 10:24:00.000,0.0,1.0,2,2.0,0.0,-1.0,-1.0,1.0
8420.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,5,U,Gä,Salsta,Sas,Skyttorp,Syt,2019-03-27 10:28:00,2019-03-27 10:30:00,2019-03-27 10:29:00.000,2019-03-27 10:27:00.000,2019-03-27 10:28:00.000,2019-03-27 10:27:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,6,U,Gä,Skyttorp,Syt,Järlebo,Jlo,2019-03-27 10:30:00,2019-03-27 10:33:00,2019-03-27 10:32:00.000,2019-03-27 10:30:00.000,2019-03-27 10:30:00.000,2019-03-27 10:29:00.000,0.0,1.0,3,2.0,-1.0,0.0,-1.0,1.0
8420.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,7,U,Gä,Järlebo,Jlo,Örbyhus,Öh,2019-03-27 10:33:00,2019-03-27 10:38:00,2019-03-27 10:36:00.000,2019-03-27 10:32:00.000,2019-03-27 10:33:00.000,2019-03-27 10:32:00.000,0.0,0.0,5,4.0,-1.0,-1.0,-2.0,0.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,8,U,Gä,Örbyhus,Öh,Tobo,Tbo,2019-03-27 10:38:00,2019-03-27 10:42:00,2019-03-27 10:41:00.000,2019-03-27 10:38:00.000,2019-03-27 10:38:00.000,2019-03-27 10:36:00.000,0.0,2.0,4,3.0,-1.0,0.0,-1.0,2.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,9,U,Gä,Tobo,Tbo,Skärpan,Säp,2019-03-27 10:42:00,2019-03-27 10:45:00,2019-03-27 10:44:00.000,2019-03-27 10:42:00.000,2019-03-27 10:42:00.000,2019-03-27 10:41:00.000,0.0,1.0,3,2.0,-1.0,0.0,-1.0,1.0
8420.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,10,U,Gä,Skärpan,Säp,Tierp,Tip,2019-03-27 10:45:00,2019-03-27 10:49:00,2019-03-27 10:47:00.000,2019-03-27 10:44:00.000,2019-03-27 10:45:00.000,2019-03-27 10:44:00.000,0.0,0.0,4,3.0,-1.0,-1.0,-2.0,0.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,U,Gä,Tierp,Tip,Orrskog,Os,2019-03-27 10:50:00,2019-03-27 10:55:00,2019-03-27 10:52:00.000,2019-03-27 10:50:00.000,2019-03-27 10:49:00.000,2019-03-27 10:47:00.000,1.0,3.0,5,2.0,-3.0,0.0,-3.0,2.0
8420.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,12,U,Gä,Orrskog,Os,Mehedeby,Meh,2019-03-27 10:55:00,2019-03-27 10:58:00,2019-03-27 10:55:00.000,2019-03-27 10:52:00.000,2019-03-27 10:55:00.000,2019-03-27 10:52:00.000,0.0,0.0,3,3.0,0.0,-3.0,-3.0,0.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,13,U,Gä,Mehedeby,Meh,Marma,Mrm,2019-03-27 10:58:00,2019-03-27 11:00:00,2019-03-27 11:00:00.000,2019-03-27 10:58:00.000,2019-03-27 10:58:00.000,2019-03-27 10:55:00.000,0.0,3.0,2,2.0,0.0,0.0,0.0,3.0
8420.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,14,U,Gä,Marma,Mrm,Marma norra,Maa,2019-03-27 11:00:00,2019-03-27 11:02:00,2019-03-27 11:02:00.000,2019-03-27 11:00:00.000,2019-03-27 11:00:00.000,2019-03-27 11:00:00.000,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0
8420.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,15,U,Gä,Marma norra,Maa,Älvkarleby,Äkb,2019-03-27 11:02:00,2019-03-27 11:06:00,2019-03-27 11:06:00.000,2019-03-27 11:03:00.000,2019-03-27 11:02:00.000,2019-03-27 11:02:00.000,0.0,1.0,4,3.0,-1.0,1.0,0.0,1.0
