Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
271.0,2019-03-11,RST,REGION,Passage,Passage,0,-,0,-,27,Gä,Cst,Blackvreten,Bvr,Skavstaby,Skby,2019-03-11 13:22:00.000,2019-03-11 13:24:00.000,2019-03-11 13:23:00.000,2019-03-11 13:21:00.000,2019-03-11 13:22:00.000,2019-03-11 13:21:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-14,RST,REGION,Passage,Passage,0,-,0,-,13,Gä,Cst,Örbyhus,Öh,Järlebo,Jlo,2019-03-14 12:42:00.000,2019-03-14 12:47:00.000,2019-03-14 12:47:00.000,2019-03-14 12:43:00.000,2019-03-14 12:42:00.000,2019-03-14 12:43:00.000,0.0,0.0,5,4.0,-1.0,1.0,0.0,0.0
271.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,19,Gä,Cst,Samnan,Sam,Uppsala c,U,2019-03-27 12:55:00.000,2019-03-27 12:59:00.000,2019-03-27 12:59:00.000,2019-03-27 12:55:00.000,2019-03-27 12:55:00.000,2019-03-27 12:55:00.000,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0
271.0,2019-03-29,RST,REGION,Passage,Passage,0,-,0,-,18,Gä,Cst,Storvreta,Srv,Samnan,Sam,2019-03-29 12:53:00.000,2019-03-29 12:55:00.000,2019-03-29 12:56:00.000,2019-03-29 12:54:00.000,2019-03-29 12:53:00.000,2019-03-29 12:54:00.000,0.0,0.0,2,2.0,0.0,1.0,1.0,0.0
271.0,2019-03-25,RST,REGION,Passage,Passage,0,-,0,-,27,Gä,Cst,Blackvreten,Bvr,Skavstaby,Skby,2019-03-25 13:22:00.000,2019-03-25 13:24:00.000,2019-03-25 13:23:00.000,2019-03-25 13:21:00.000,2019-03-25 13:22:00.000,2019-03-25 13:21:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-29,RST,REGION,Passage,Passage,0,-,0,-,27,Gä,Cst,Blackvreten,Bvr,Skavstaby,Skby,2019-03-29 13:22:00.000,2019-03-29 13:24:00.000,2019-03-29 13:23:00.000,2019-03-29 13:21:00.000,2019-03-29 13:22:00.000,2019-03-29 13:21:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-13,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,20,Gä,Cst,Uppsala c,U,Säby,Säy,2019-03-13 13:01:00.000,2019-03-13 13:04:00.000,2019-03-13 13:08:00.000,2019-03-13 13:06:00.000,2019-03-13 12:59:00.000,2019-03-13 13:04:00.000,2.0,2.0,3,2.0,-1.0,5.0,4.0,0.0
271.0,2019-03-12,RST,REGION,Passage,Passage,0,-,0,-,17,Gä,Cst,Vattholma,Vha,Storvreta,Srv,2019-03-12 12:51:00.000,2019-03-12 12:53:00.000,2019-03-12 12:52:00.000,2019-03-12 12:50:00.000,2019-03-12 12:51:00.000,2019-03-12 12:50:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-08,RST,REGION,Passage,Passage,0,-,0,-,17,Gä,Cst,Vattholma,Vha,Storvreta,Srv,2019-03-08 12:51:00.000,2019-03-08 12:53:00.000,2019-03-08 12:52:00.000,2019-03-08 12:50:00.000,2019-03-08 12:51:00.000,2019-03-08 12:50:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-13,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,10,Gä,Cst,Tierp,Tip,Skärpan,Säp,2019-03-13 12:36:00.000,2019-03-13 12:39:00.000,2019-03-13 12:45:00.000,2019-03-13 12:42:00.000,2019-03-13 12:35:00.000,2019-03-13 12:41:00.000,1.0,1.0,3,3.0,0.0,6.0,6.0,0.0
271.0,2019-03-11,RST,REGION,Passage,Passage,0,-,0,-,35,Gä,Cst,Helenelund,Hel,Ulriksdal,Udl,2019-03-11 13:30:00.000,2019-03-11 13:31:00.000,2019-03-11 13:29:00.000,2019-03-11 13:29:00.000,2019-03-11 13:30:00.000,2019-03-11 13:29:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-14,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,9,Gä,Cst,Orrskog,Os,Tierp,Tip,2019-03-14 12:30:00.000,2019-03-14 12:35:00.000,2019-03-14 12:34:00.000,2019-03-14 12:29:00.000,2019-03-14 12:30:00.000,2019-03-14 12:29:00.000,0.0,0.0,5,5.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-22,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,10,Gä,Cst,Tierp,Tip,Skärpan,Säp,2019-03-22 12:36:00.000,2019-03-22 12:39:00.000,2019-03-22 12:38:00.000,2019-03-22 12:35:00.000,2019-03-22 12:35:00.000,2019-03-22 12:33:00.000,1.0,2.0,3,3.0,0.0,-1.0,-1.0,1.0
271.0,2019-03-21,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,10,Gä,Cst,Tierp,Tip,Skärpan,Säp,2019-03-21 12:36:00.000,2019-03-21 12:39:00.000,2019-03-21 12:38:00.000,2019-03-21 12:35:00.000,2019-03-21 12:35:00.000,2019-03-21 12:32:00.000,1.0,3.0,3,3.0,0.0,-1.0,-1.0,2.0
271.0,2019-03-07,RST,REGION,Passage,Passage,0,-,0,-,16,Gä,Cst,Salsta,Sas,Vattholma,Vha,2019-03-07 12:50:00.000,2019-03-07 12:51:00.000,2019-03-07 12:49:00.000,2019-03-07 12:49:00.000,2019-03-07 12:50:00.000,2019-03-07 12:49:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-18,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,39,Gä,Cst,Karlberg,Ke,Stockholm C,Cst,2019-03-18 13:35:00.000,2019-03-18 13:38:00.000,2019-03-18 13:34:00.000,2019-03-18 13:31:00.000,2019-03-18 13:35:00.000,2019-03-18 13:31:00.000,0.0,0.0,3,3.0,0.0,-4.0,-4.0,0.0
271.0,2019-03-11,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,20,Gä,Cst,Uppsala c,U,Säby,Säy,2019-03-11 13:01:00.000,2019-03-11 13:04:00.000,2019-03-11 13:03:00.000,2019-03-11 13:01:00.000,2019-03-11 12:59:00.000,2019-03-11 12:59:00.000,2.0,2.0,3,2.0,-1.0,0.0,-1.0,0.0
271.0,2019-03-06,RST,REGION,Passage,Passage,0,-,0,-,8,Gä,Cst,Mehedeby,Meh,Orrskog,Os,2019-03-06 12:29:00.000,2019-03-06 12:30:00.000,2019-03-06 12:29:00.000,2019-03-06 12:27:00.000,2019-03-06 12:29:00.000,2019-03-06 12:27:00.000,0.0,0.0,1,2.0,1.0,-2.0,-1.0,0.0
271.0,2019-03-06,RST,REGION,Passage,Passage,0,-,0,-,35,Gä,Cst,Helenelund,Hel,Ulriksdal,Udl,2019-03-06 13:30:00.000,2019-03-06 13:31:00.000,2019-03-06 13:29:00.000,2019-03-06 13:28:00.000,2019-03-06 13:30:00.000,2019-03-06 13:28:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-13,RST,REGION,Passage,Passage,0,-,0,-,16,Gä,Cst,Salsta,Sas,Vattholma,Vha,2019-03-13 12:50:00.000,2019-03-13 12:51:00.000,2019-03-13 12:56:00.000,2019-03-13 12:55:00.000,2019-03-13 12:50:00.000,2019-03-13 12:55:00.000,0.0,0.0,1,1.0,0.0,5.0,5.0,0.0
271.0,2019-03-29,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,19,Gä,Cst,Samnan,Sam,Uppsala c,U,2019-03-29 12:55:00.000,2019-03-29 12:59:00.000,2019-03-29 12:59:00.000,2019-03-29 12:56:00.000,2019-03-29 12:55:00.000,2019-03-29 12:56:00.000,0.0,0.0,4,3.0,-1.0,1.0,0.0,0.0
271.0,2019-03-13,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,19,Gä,Cst,Samnan,Sam,Uppsala c,U,2019-03-13 12:55:00.000,2019-03-13 12:59:00.000,2019-03-13 13:04:00.000,2019-03-13 13:01:00.000,2019-03-13 12:55:00.000,2019-03-13 13:01:00.000,0.0,0.0,4,3.0,-1.0,6.0,5.0,0.0
271.0,2019-03-26,RST,REGION,Passage,Passage,0,-,0,-,28,Gä,Cst,Skavstaby,Skby,Upplands Väsby,Upv,2019-03-26 13:24:00.000,2019-03-26 13:25:00.000,2019-03-26 13:23:00.000,2019-03-26 13:23:00.000,2019-03-26 13:24:00.000,2019-03-26 13:23:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-25,RST,REGION,Passage,Passage,0,-,0,-,28,Gä,Cst,Skavstaby,Skby,Upplands Väsby,Upv,2019-03-25 13:24:00.000,2019-03-25 13:25:00.000,2019-03-25 13:23:00.000,2019-03-25 13:23:00.000,2019-03-25 13:24:00.000,2019-03-25 13:23:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-29,RST,REGION,Passage,Passage,0,-,0,-,28,Gä,Cst,Skavstaby,Skby,Upplands Väsby,Upv,2019-03-29 13:24:00.000,2019-03-29 13:25:00.000,2019-03-29 13:23:00.000,2019-03-29 13:23:00.000,2019-03-29 13:24:00.000,2019-03-29 13:23:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-28,RST,REGION,Passage,Passage,0,-,0,-,28,Gä,Cst,Skavstaby,Skby,Upplands Väsby,Upv,2019-03-28 13:24:00.000,2019-03-28 13:25:00.000,2019-03-28 13:23:00.000,2019-03-28 13:23:00.000,2019-03-28 13:24:00.000,2019-03-28 13:23:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-12,RST,REGION,Passage,Passage,0,-,0,-,23,Gä,Cst,Knivsta,Kn,Myrbacken,Myn,2019-03-12 13:10:00.000,2019-03-12 13:12:00.000,2019-03-12 13:12:00.000,2019-03-12 13:10:00.000,2019-03-12 13:10:00.000,2019-03-12 13:10:00.000,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0
271.0,2019-03-18,RST,REGION,Passage,Passage,0,-,0,-,23,Gä,Cst,Knivsta,Kn,Myrbacken,Myn,2019-03-18 13:10:00.000,2019-03-18 13:12:00.000,2019-03-18 13:10:00.000,2019-03-18 13:08:00.000,2019-03-18 13:10:00.000,2019-03-18 13:08:00.000,0.0,0.0,2,2.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-22,RST,REGION,Passage,Passage,0,-,0,-,23,Gä,Cst,Knivsta,Kn,Myrbacken,Myn,2019-03-22 13:10:00.000,2019-03-22 13:12:00.000,2019-03-22 13:10:00.000,2019-03-22 13:08:00.000,2019-03-22 13:10:00.000,2019-03-22 13:08:00.000,0.0,0.0,2,2.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-01,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,25,Gä,Cst,Arlanda Central,Arnc,Arlanda nedre,Arne,2019-03-01 13:19:00.000,2019-03-01 13:21:00.000,2019-03-01 13:41:00.000,2019-03-01 13:40:00.000,2019-03-01 13:17:00.000,2019-03-01 13:34:00.000,2.0,6.0,2,1.0,-1.0,21.0,20.0,4.0
271.0,2019-03-07,RST,REGION,Passage,Passage,0,-,0,-,4,Gä,Cst,Skutskär,Sur,Älvkarleby,Äkb,2019-03-07 12:22:00.000,2019-03-07 12:25:00.000,2019-03-07 12:23:00.000,2019-03-07 12:21:00.000,2019-03-07 12:22:00.000,2019-03-07 12:21:00.000,0.0,0.0,3,2.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-14,RST,REGION,Passage,Passage,0,-,0,-,4,Gä,Cst,Skutskär,Sur,Älvkarleby,Äkb,2019-03-14 12:22:00.000,2019-03-14 12:25:00.000,2019-03-14 12:23:00.000,2019-03-14 12:21:00.000,2019-03-14 12:22:00.000,2019-03-14 12:21:00.000,0.0,0.0,3,2.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-21,RST,REGION,Passage,Passage,0,-,0,-,7,Gä,Cst,Marma,Mrm,Mehedeby,Meh,2019-03-21 12:28:00.000,2019-03-21 12:29:00.000,2019-03-21 12:26:00.000,2019-03-21 12:25:00.000,2019-03-21 12:28:00.000,2019-03-21 12:25:00.000,0.0,0.0,1,1.0,0.0,-3.0,-3.0,0.0
271.0,2019-03-06,RST,REGION,Passage,Passage,0,-,0,-,13,Gä,Cst,Örbyhus,Öh,Järlebo,Jlo,2019-03-06 12:42:00.000,2019-03-06 12:47:00.000,2019-03-06 12:45:00.000,2019-03-06 12:42:00.000,2019-03-06 12:42:00.000,2019-03-06 12:42:00.000,0.0,0.0,5,3.0,-2.0,0.0,-2.0,0.0
271.0,2019-03-01,RST,REGION,Passage,Passage,0,-,0,-,26,Gä,Cst,Arlanda nedre,Arne,Blackvreten,Bvr,2019-03-01 13:21:00.000,2019-03-01 13:22:00.000,2019-03-01 13:43:00.000,2019-03-01 13:41:00.000,2019-03-01 13:21:00.000,2019-03-01 13:41:00.000,0.0,0.0,1,2.0,1.0,20.0,21.0,0.0
271.0,2019-03-05,RST,REGION,Passage,Passage,0,-,0,-,13,Gä,Cst,Örbyhus,Öh,Järlebo,Jlo,2019-03-05 12:42:00.000,2019-03-05 12:47:00.000,2019-03-05 12:45:00.000,2019-03-05 12:42:00.000,2019-03-05 12:42:00.000,2019-03-05 12:42:00.000,0.0,0.0,5,3.0,-2.0,0.0,-2.0,0.0
271.0,2019-03-26,RST,REGION,Passage,Passage,0,-,0,-,27,Gä,Cst,Blackvreten,Bvr,Skavstaby,Skby,2019-03-26 13:22:00.000,2019-03-26 13:24:00.000,2019-03-26 13:23:00.000,2019-03-26 13:21:00.000,2019-03-26 13:22:00.000,2019-03-26 13:21:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-28,RST,REGION,Passage,Passage,0,-,0,-,27,Gä,Cst,Blackvreten,Bvr,Skavstaby,Skby,2019-03-28 13:22:00.000,2019-03-28 13:24:00.000,2019-03-28 13:23:00.000,2019-03-28 13:21:00.000,2019-03-28 13:22:00.000,2019-03-28 13:21:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,38,Gä,Cst,Tomteboda övre,Tmö,Karlberg,Ke,2019-03-27 13:33:00.000,2019-03-27 13:35:00.000,2019-03-27 13:43:00.000,2019-03-27 13:42:00.000,2019-03-27 13:33:00.000,2019-03-27 13:42:00.000,0.0,0.0,2,1.0,-1.0,9.0,8.0,0.0
271.0,2019-03-13,RST,REGION,Passage,Passage,0,-,0,-,30,Gä,Cst,Rotebro,R,Norrviken,Nvk,2019-03-13 13:27:00.000,2019-03-13 13:28:00.000,2019-03-13 13:29:00.000,2019-03-13 13:29:00.000,2019-03-13 13:27:00.000,2019-03-13 13:29:00.000,0.0,0.0,1,0.0,-1.0,2.0,1.0,0.0
271.0,2019-03-07,RST,REGION,Passage,Passage,0,-,0,-,31,Gä,Cst,Norrviken,Nvk,Häggvik,Hgv,2019-03-07 13:28:00.000,2019-03-07 13:28:00.000,2019-03-07 13:29:00.000,2019-03-07 13:29:00.000,2019-03-07 13:28:00.000,2019-03-07 13:29:00.000,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0
271.0,2019-03-06,RST,REGION,Passage,Passage,0,-,0,-,4,Gä,Cst,Skutskär,Sur,Älvkarleby,Äkb,2019-03-06 12:22:00.000,2019-03-06 12:25:00.000,2019-03-06 12:23:00.000,2019-03-06 12:21:00.000,2019-03-06 12:22:00.000,2019-03-06 12:21:00.000,0.0,0.0,3,2.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-04,RST,REGION,Passage,Passage,0,-,0,-,31,Gä,Cst,Norrviken,Nvk,Häggvik,Hgv,2019-03-04 13:28:00.000,2019-03-04 13:28:00.000,2019-03-04 14:03:00.000,2019-03-04 14:03:00.000,2019-03-04 13:28:00.000,2019-03-04 14:03:00.000,0.0,0.0,0,0.0,0.0,35.0,35.0,0.0
271.0,2019-03-11,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-11 13:31:00.000,2019-03-11 13:32:00.000,2019-03-11 13:31:00.000,2019-03-11 13:29:00.000,2019-03-11 13:31:00.000,2019-03-11 13:29:00.000,0.0,0.0,1,2.0,1.0,-2.0,-1.0,0.0
271.0,2019-03-04,RST,REGION,Passage,Passage,0,-,0,-,15,Gä,Cst,Skyttorp,Syt,Salsta,Sas,2019-03-04 12:49:00.000,2019-03-04 12:50:00.000,2019-03-04 13:21:00.000,2019-03-04 13:20:00.000,2019-03-04 12:49:00.000,2019-03-04 13:20:00.000,0.0,0.0,1,1.0,0.0,31.0,31.0,0.0
271.0,2019-03-01,RST,REGION,Passage,Passage,0,-,0,-,35,Gä,Cst,Helenelund,Hel,Ulriksdal,Udl,2019-03-01 13:30:00.000,2019-03-01 13:31:00.000,2019-03-01 13:51:00.000,2019-03-01 13:50:00.000,2019-03-01 13:30:00.000,2019-03-01 13:50:00.000,0.0,0.0,1,1.0,0.0,20.0,20.0,0.0
271.0,2019-03-07,RST,REGION,Passage,Passage,0,-,0,-,13,Gä,Cst,Örbyhus,Öh,Järlebo,Jlo,2019-03-07 12:42:00.000,2019-03-07 12:47:00.000,2019-03-07 12:45:00.000,2019-03-07 12:42:00.000,2019-03-07 12:42:00.000,2019-03-07 12:42:00.000,0.0,0.0,5,3.0,-2.0,0.0,-2.0,0.0
271.0,2019-03-25,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-25 13:31:00.000,2019-03-25 13:32:00.000,2019-03-25 13:30:00.000,2019-03-25 13:29:00.000,2019-03-25 13:31:00.000,2019-03-25 13:29:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-26,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-26 13:31:00.000,2019-03-26 13:32:00.000,2019-03-26 13:30:00.000,2019-03-26 13:29:00.000,2019-03-26 13:31:00.000,2019-03-26 13:29:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-28,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-28 13:31:00.000,2019-03-28 13:32:00.000,2019-03-28 13:30:00.000,2019-03-28 13:29:00.000,2019-03-28 13:31:00.000,2019-03-28 13:29:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,5,Gä,Cst,Älvkarleby,Äkb,Marma norra,Maa,2019-03-27 12:25:00.000,2019-03-27 12:27:00.000,2019-03-27 12:26:00.000,2019-03-27 12:25:00.000,2019-03-27 12:25:00.000,2019-03-27 12:25:00.000,0.0,0.0,2,1.0,-1.0,0.0,-1.0,0.0
271.0,2019-03-21,RST,REGION,Passage,Passage,0,-,0,-,22,Gä,Cst,Ekeby,Eby,Knivsta,Kn,2019-03-21 13:07:00.000,2019-03-21 13:10:00.000,2019-03-21 13:08:00.000,2019-03-21 13:05:00.000,2019-03-21 13:07:00.000,2019-03-21 13:05:00.000,0.0,0.0,3,3.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-18,RST,REGION,Passage,Passage,0,-,0,-,22,Gä,Cst,Ekeby,Eby,Knivsta,Kn,2019-03-18 13:07:00.000,2019-03-18 13:10:00.000,2019-03-18 13:08:00.000,2019-03-18 13:05:00.000,2019-03-18 13:07:00.000,2019-03-18 13:05:00.000,0.0,0.0,3,3.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-06,RST,REGION,Passage,Passage,0,-,0,-,26,Gä,Cst,Arlanda nedre,Arne,Blackvreten,Bvr,2019-03-06 13:21:00.000,2019-03-06 13:22:00.000,2019-03-06 13:21:00.000,2019-03-06 13:19:00.000,2019-03-06 13:21:00.000,2019-03-06 13:19:00.000,0.0,0.0,1,2.0,1.0,-2.0,-1.0,0.0
271.0,2019-03-14,RST,REGION,Passage,Passage,0,-,0,-,38,Gä,Cst,Tomteboda övre,Tmö,Karlberg,Ke,2019-03-14 13:33:00.000,2019-03-14 13:35:00.000,2019-03-14 13:34:00.000,2019-03-14 13:33:00.000,2019-03-14 13:33:00.000,2019-03-14 13:33:00.000,0.0,0.0,2,1.0,-1.0,0.0,-1.0,0.0
271.0,2019-03-08,RST,REGION,Passage,Passage,0,-,0,-,38,Gä,Cst,Tomteboda övre,Tmö,Karlberg,Ke,2019-03-08 13:33:00.000,2019-03-08 13:35:00.000,2019-03-08 13:34:00.000,2019-03-08 13:33:00.000,2019-03-08 13:33:00.000,2019-03-08 13:33:00.000,0.0,0.0,2,1.0,-1.0,0.0,-1.0,0.0
271.0,2019-03-26,RST,REGION,Passage,Passage,0,-,0,-,13,Gä,Cst,Örbyhus,Öh,Järlebo,Jlo,2019-03-26 12:42:00.000,2019-03-26 12:47:00.000,2019-03-26 12:45:00.000,2019-03-26 12:41:00.000,2019-03-26 12:42:00.000,2019-03-26 12:41:00.000,0.0,0.0,5,4.0,-1.0,-1.0,-2.0,0.0
271.0,2019-03-22,RST,REGION,Passage,Passage,0,-,0,-,17,Gä,Cst,Vattholma,Vha,Storvreta,Srv,2019-03-22 12:51:00.000,2019-03-22 12:53:00.000,2019-03-22 12:52:00.000,2019-03-22 12:50:00.000,2019-03-22 12:51:00.000,2019-03-22 12:50:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-12,RST,REGION,Passage,Passage,0,-,0,-,34,Gä,Cst,Kummelby,Kmy,Helenelund,Hel,2019-03-12 13:29:00.000,2019-03-12 13:30:00.000,2019-03-12 13:32:00.000,2019-03-12 13:31:00.000,2019-03-12 13:29:00.000,2019-03-12 13:31:00.000,0.0,0.0,1,1.0,0.0,2.0,2.0,0.0
271.0,2019-03-05,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-05 13:31:00.000,2019-03-05 13:32:00.000,2019-03-05 13:30:00.000,2019-03-05 13:29:00.000,2019-03-05 13:31:00.000,2019-03-05 13:29:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-22,RST,REGION,Passage,Passage,0,-,0,-,38,Gä,Cst,Tomteboda övre,Tmö,Karlberg,Ke,2019-03-22 13:33:00.000,2019-03-22 13:35:00.000,2019-03-22 13:34:00.000,2019-03-22 13:33:00.000,2019-03-22 13:33:00.000,2019-03-22 13:33:00.000,0.0,0.0,2,1.0,-1.0,0.0,-1.0,0.0
271.0,2019-03-20,RST,REGION,Passage,Passage,0,-,0,-,38,Gä,Cst,Tomteboda övre,Tmö,Karlberg,Ke,2019-03-20 13:33:00.000,2019-03-20 13:35:00.000,2019-03-20 13:34:00.000,2019-03-20 13:33:00.000,2019-03-20 13:33:00.000,2019-03-20 13:33:00.000,0.0,0.0,2,1.0,-1.0,0.0,-1.0,0.0
271.0,2019-03-15,RST,REGION,Passage,Passage,0,-,0,-,37,Gä,Cst,Solna,So,Tomteboda övre,Tmö,2019-03-15 13:32:00.000,2019-03-15 13:33:00.000,2019-03-15 13:32:00.000,2019-03-15 13:31:00.000,2019-03-15 13:32:00.000,2019-03-15 13:31:00.000,0.0,0.0,1,1.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-25,RST,REGION,Passage,Passage,0,-,0,-,13,Gä,Cst,Örbyhus,Öh,Järlebo,Jlo,2019-03-25 12:42:00.000,2019-03-25 12:47:00.000,2019-03-25 12:45:00.000,2019-03-25 12:42:00.000,2019-03-25 12:42:00.000,2019-03-25 12:42:00.000,0.0,0.0,5,3.0,-2.0,0.0,-2.0,0.0
271.0,2019-03-05,RST,REGION,Passage,Passage,0,-,0,-,2,Gä,Cst,Bomansberget,Bom,Furuvik,Fvk,2019-03-05 12:18:00.000,2019-03-05 12:20:00.000,2019-03-05 12:19:00.000,2019-03-05 12:17:00.000,2019-03-05 12:18:00.000,2019-03-05 12:17:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-14,RST,REGION,Passage,Passage,0,-,0,-,2,Gä,Cst,Bomansberget,Bom,Furuvik,Fvk,2019-03-14 12:18:00.000,2019-03-14 12:20:00.000,2019-03-14 12:19:00.000,2019-03-14 12:17:00.000,2019-03-14 12:18:00.000,2019-03-14 12:17:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-13,RST,REGION,Passage,Passage,0,-,0,-,2,Gä,Cst,Bomansberget,Bom,Furuvik,Fvk,2019-03-13 12:18:00.000,2019-03-13 12:20:00.000,2019-03-13 12:19:00.000,2019-03-13 12:17:00.000,2019-03-13 12:18:00.000,2019-03-13 12:17:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-07,RST,REGION,Passage,Passage,0,-,0,-,2,Gä,Cst,Bomansberget,Bom,Furuvik,Fvk,2019-03-07 12:18:00.000,2019-03-07 12:20:00.000,2019-03-07 12:19:00.000,2019-03-07 12:17:00.000,2019-03-07 12:18:00.000,2019-03-07 12:17:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
271.0,2019-03-28,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,19,Gä,Cst,Samnan,Sam,Uppsala c,U,2019-03-28 12:55:00.000,2019-03-28 12:59:00.000,2019-03-28 12:57:00.000,2019-03-28 12:53:00.000,2019-03-28 12:55:00.000,2019-03-28 12:53:00.000,0.0,0.0,4,4.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-18,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-18 13:31:00.000,2019-03-18 13:32:00.000,2019-03-18 13:30:00.000,2019-03-18 13:29:00.000,2019-03-18 13:31:00.000,2019-03-18 13:29:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-21,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-21 13:31:00.000,2019-03-21 13:32:00.000,2019-03-21 13:30:00.000,2019-03-21 13:29:00.000,2019-03-21 13:31:00.000,2019-03-21 13:29:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
271.0,2019-03-19,RST,REGION,Passage,Passage,0,-,0,-,36,Gä,Cst,Ulriksdal,Udl,Solna,So,2019-03-19 13:31:00.000,2019-03-19 13:32:00.000,2019-03-19 13:30:00.000,2019-03-19 13:29:00.000,2019-03-19 13:31:00.000,2019-03-19 13:29:00.000,0.0,0.0,1,1.0,0.0,-2.0,-2.0,0.0
